"","id","name","parameters_id","datetime_first_utc","datetime_first_local","datetime_last_utc","datetime_last_local","min","max","avg","expected_count","expected_interval","observed_count","observed_interval","percent_complete","percent_coverage","latest_value","latest_datetime","latest_latitude","latest_longitude"
"1124",7775224,"pm10 µg/m³",1,2024-01-28 23:00:00,2024-01-29,2025-08-30 04:00:00,2025-08-30 06:00:00,-1,468,14.5660781166399,1,"01:00:00",7065,"7065:00:00",706500,706500,21,2025-08-30 04:00:00,38.6394299999168,-0.872410000332738
"1125",7776999,"pm10 µg/m³",1,2024-01-29 01:00:00,2024-01-29 02:00:00,2025-08-30 04:00:00,2025-08-30 06:00:00,-1,173,12.7482813326282,1,"01:00:00",7211,"7211:00:00",721100,721100,16,2025-08-30 04:00:00,39.9694000002856,0.00890000028692069
"1126",7777025,"pm25 µg/m³",2,2024-01-29 01:00:00,2024-01-29 02:00:00,2025-08-30 04:00:00,2025-08-30 06:00:00,-1,69,5.12215758857747,1,"01:00:00",7219,"7219:00:00",721900,721900,9,2025-08-30 04:00:00,39.9694000002856,0.00890000028692069
"1127",8613438,"pm10 µg/m³",1,2024-03-18 07:00:00,2024-03-18 08:00:00,2025-08-30 05:00:00,2025-08-30 07:00:00,-1,250,21.825370675453,1,"01:00:00",7228,"7228:00:00",722800,722800,24,2025-08-30 05:00:00,39.4692199997491,-0.406049999671138
"1128",8613668,"pm25 µg/m³",2,2024-03-18 07:00:00,2024-03-18 08:00:00,2025-08-30 05:00:00,2025-08-30 07:00:00,-1,72,9.62637362637363,1,"01:00:00",7212,"7212:00:00",721200,721200,14,2025-08-30 05:00:00,39.4692199997491,-0.406049999671138
"1129",8622616,"pm25 µg/m³",2,2024-03-18 07:00:00,2024-03-18 08:00:00,2025-08-30 04:00:00,2025-08-30 06:00:00,-1,448,7.76973326075122,1,"01:00:00",6716,"6716:00:00",671600,671600,15,2025-08-30 04:00:00,39.448329999771,-0.376470000009489
"1130",8622639,"pm10 µg/m³",1,2024-03-18 07:00:00,2024-03-18 08:00:00,2025-08-30 04:00:00,2025-08-30 06:00:00,-1,489,17.3088235294118,1,"01:00:00",6708,"6708:00:00",670800,670800,31,2025-08-30 04:00:00,39.448329999771,-0.376470000009489
"1131",7776571,"pm25 µg/m³",2,2024-01-29 01:00:00,2024-01-29 02:00:00,2025-08-30 05:00:00,2025-08-30 07:00:00,-1,106,5.95725891910986,1,"01:00:00",8002,"8002:00:00",800200,800200,6,2025-08-30 05:00:00,38.6394299999168,-0.872410000332738
"1132",7776573,"pm10 µg/m³",1,2024-01-29 01:00:00,2024-01-29 02:00:00,2025-08-30 05:00:00,2025-08-30 07:00:00,-1,437,12.6375838926174,1,"01:00:00",7990,"7990:00:00",799000,799000,18,2025-08-30 05:00:00,38.6394299999168,-0.872410000332738
"1133",7894750,"pm10 µg/m³",1,2024-02-19 04:00:00,2024-02-19 05:00:00,2024-02-20 23:00:00,2024-02-21,19,35,23.4358974358974,1,"01:00:00",39,"39:00:00",3900,3900,21,2024-02-20 23:00:00,38.3265580000465,-6.75741699984001
